s_no,station,location_name,plot_type,period,ymin,ymax
1,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Jan,,
2,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Feb,,
3,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Mar,,
4,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Apr,,
5,C_LWSTN,Trinity River Flow below Lewiston,exceedance,May,,
6,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Jun,,
7,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Jul,,
8,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Aug,,
9,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Sep,,
10,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Oct,365,385
11,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Nov,150,3200
12,C_LWSTN,Trinity River Flow below Lewiston,exceedance,Dec,,7000
13,C_LWSTN,Trinity River Flow below Lewiston,monthly,Full Simulation Period,,
14,C_LWSTN,Trinity River Flow below Lewiston,monthly,Extremely Wet,,
15,C_LWSTN,Trinity River Flow below Lewiston,monthly,Wet,,
16,C_LWSTN,Trinity River Flow below Lewiston,monthly,Normal,,
17,C_LWSTN,Trinity River Flow below Lewiston,monthly,Dry,,
18,C_LWSTN,Trinity River Flow below Lewiston,monthly,Critically Dry,,
19,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Jan,,
20,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Feb,,
21,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Mar,,
22,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Apr,,
23,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,May,,
24,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Jun,,
25,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Jul,,
26,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Aug,,
27,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Sep,,
28,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Oct,,
29,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Nov,,
30,C_CLR011,Clear Creek below Whiskeytown Dam Flow,exceedance,Dec,,
31,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Full Simulation Period,,
32,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Wet,,
33,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Above Normal,,
34,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Below Normal,,
35,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Dry,,
36,C_CLR011,Clear Creek below Whiskeytown Dam Flow,monthly,Critical,,
37,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Jan,,
38,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Feb,,
39,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Mar,,
40,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Apr,,
41,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,May,,
42,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Jun,,
43,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Jul,,
44,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Aug,,
45,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Sep,,
46,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Oct,,
47,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Nov,,
48,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,exceedance,Dec,,
49,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Full Simulation Period,,
50,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Wet,,
51,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Above Normal,,
52,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Below Normal,,
53,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Dry,,
54,C_KSWCK,Sacramento River Flow downstream of Keswick Reservoir,monthly,Critical,,
55,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Jan,,
56,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Feb,,
57,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Mar,,
58,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Apr,,
59,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,May,,
60,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Jun,,
61,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Jul,,
62,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Aug,,
63,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Sep,,
64,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Oct,,
65,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Nov,,
66,C_SAC257,Sacramento River Flow at Bend Bridge,exceedance,Dec,,
67,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Full Simulation Period,,
68,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Wet,,
69,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Above Normal,,
70,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Below Normal,,
71,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Dry,,
72,C_SAC257,Sacramento River Flow at Bend Bridge,monthly,Critical,,
73,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Jan,,
74,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Feb,,
75,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Mar,,
76,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Apr,,
77,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,May,,
78,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Jun,,
79,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Jul,,
80,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Aug,,
81,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Sep,,
82,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Oct,,
83,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Nov,,
84,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,exceedance,Dec,,
85,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Full Simulation Period,,
86,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Wet,,
87,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Above Normal,,
88,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Below Normal,,
89,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Dry,,
90,C_SAC240,Sacramento River below Red Bluff Diversion Dam Flow,monthly,Critical,,
91,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Jan,,
92,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Feb,,
93,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Mar,,
94,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Apr,,
95,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,May,,
96,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Jun,,
97,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Jul,,
98,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Aug,,
99,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Sep,,
100,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Oct,,
101,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Nov,,
102,C_SAC201,Sacramento River Flow at Hamilton City,exceedance,Dec,,
103,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Full Simulation Period,,
104,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Wet,,
105,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Above Normal,,
106,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Below Normal,,
107,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Dry,,
108,C_SAC201,Sacramento River Flow at Hamilton City,monthly,Critical,,
109,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Jan,,
110,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Feb,,
111,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Mar,,
112,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Apr,,
113,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,May,,
114,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Jun,,
115,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Jul,,
116,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Aug,,
117,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Sep,,
118,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Oct,,
119,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Nov,,
120,C_SAC120,Sacramento River at Wilkins Slough Flow,exceedance,Dec,,
121,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Full Simulation Period,,
122,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Wet,,
123,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Above Normal,,
124,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Below Normal,,
125,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Dry,,
126,C_SAC120,Sacramento River at Wilkins Slough Flow,monthly,Critical,,
127,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Jan,,
128,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Feb,,
129,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Mar,,
130,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Apr,,
131,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,May,,
132,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Jun,,
133,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Jul,,
134,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Aug,,
135,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Sep,,
136,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Oct,,
137,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Nov,,
138,C_FTR059,Feather River Flow downstream of Thermalito,exceedance,Dec,,
139,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Full Simulation Period,,
140,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Wet,,
141,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Above Normal,,
142,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Below Normal,,
143,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Dry,,
144,C_FTR059,Feather River Flow downstream of Thermalito,monthly,Critical,,
145,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Jan,,
146,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Feb,,
147,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Mar,,
148,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Apr,,
149,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,May,,
150,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Jun,,
151,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Jul,,
152,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Aug,,
153,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Sep,,
154,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Oct,,
155,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Nov,,
156,C_FTR003,Feather River at Sacramento River Confluence Flow,exceedance,Dec,,
157,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Full Simulation Period,,
158,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Wet,,
159,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Above Normal,,
160,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Below Normal,,
161,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Dry,,
162,C_FTR003,Feather River at Sacramento River Confluence Flow,monthly,Critical,,
163,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Jan,,
164,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Feb,,
165,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Mar,,
166,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Apr,,
167,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,May,,
168,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Jun,,
169,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Jul,,
170,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Aug,,
171,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Sep,,
172,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Oct,,
173,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Nov,,
174,SP_SAC083_YBP037,Fremont Weir Spills,exceedance,Dec,,
175,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Full Simulation Period,,
176,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Wet,,
177,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Above Normal,,
178,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Below Normal,,
179,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Dry,,
180,SP_SAC083_YBP037,Fremont Weir Spills,monthly,Critical,,
181,C_YBP020,Yolo Bypass Flow,exceedance,Jan,,
182,C_YBP020,Yolo Bypass Flow,exceedance,Feb,,
183,C_YBP020,Yolo Bypass Flow,exceedance,Mar,,
184,C_YBP020,Yolo Bypass Flow,exceedance,Apr,,
185,C_YBP020,Yolo Bypass Flow,exceedance,May,,
186,C_YBP020,Yolo Bypass Flow,exceedance,Jun,,
187,C_YBP020,Yolo Bypass Flow,exceedance,Jul,,
188,C_YBP020,Yolo Bypass Flow,exceedance,Aug,,
189,C_YBP020,Yolo Bypass Flow,exceedance,Sep,,
190,C_YBP020,Yolo Bypass Flow,exceedance,Oct,,
191,C_YBP020,Yolo Bypass Flow,exceedance,Nov,,
192,C_YBP020,Yolo Bypass Flow,exceedance,Dec,,
193,C_YBP020,Yolo Bypass Flow,monthly,Full Simulation Period,,
194,C_YBP020,Yolo Bypass Flow,monthly,Wet,,
195,C_YBP020,Yolo Bypass Flow,monthly,Above Normal,,
196,C_YBP020,Yolo Bypass Flow,monthly,Below Normal,,
197,C_YBP020,Yolo Bypass Flow,monthly,Dry,,
198,C_YBP020,Yolo Bypass Flow,monthly,Critical,,
199,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Jan,,
200,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Feb,,
201,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Mar,,
202,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Apr,,
203,C_NTOMA,American River below Nimbus Dam Flow,exceedance,May,,
204,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Jun,,
205,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Jul,,
206,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Aug,,
207,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Sep,,
208,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Oct,,
209,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Nov,,
210,C_NTOMA,American River below Nimbus Dam Flow,exceedance,Dec,,
211,C_NTOMA,American River below Nimbus Dam Flow,monthly,Full Simulation Period,,
212,C_NTOMA,American River below Nimbus Dam Flow,monthly,Wet,,
213,C_NTOMA,American River below Nimbus Dam Flow,monthly,Above Normal,,
214,C_NTOMA,American River below Nimbus Dam Flow,monthly,Below Normal,,
215,C_NTOMA,American River below Nimbus Dam Flow,monthly,Dry,,
216,C_NTOMA,American River below Nimbus Dam Flow,monthly,Critical,,
217,C_AMR004,American River at H Street,exceedance,Jan,,
218,C_AMR004,American River at H Street,exceedance,Feb,,
219,C_AMR004,American River at H Street,exceedance,Mar,,
220,C_AMR004,American River at H Street,exceedance,Apr,,
221,C_AMR004,American River at H Street,exceedance,May,,
222,C_AMR004,American River at H Street,exceedance,Jun,,
223,C_AMR004,American River at H Street,exceedance,Jul,,
224,C_AMR004,American River at H Street,exceedance,Aug,,
225,C_AMR004,American River at H Street,exceedance,Sep,,
226,C_AMR004,American River at H Street,exceedance,Oct,,
227,C_AMR004,American River at H Street,exceedance,Nov,,
228,C_AMR004,American River at H Street,exceedance,Dec,,
229,C_AMR004,American River at H Street,monthly,Full Simulation Period,,
230,C_AMR004,American River at H Street,monthly,Wet,,
231,C_AMR004,American River at H Street,monthly,Above Normal,,
232,C_AMR004,American River at H Street,monthly,Below Normal,,
233,C_AMR004,American River at H Street,monthly,Dry,,
234,C_AMR004,American River at H Street,monthly,Critical,,
235,C_SAC048,Sacramento River Flow at Freeport,exceedance,Jan,,
236,C_SAC048,Sacramento River Flow at Freeport,exceedance,Feb,,
237,C_SAC048,Sacramento River Flow at Freeport,exceedance,Mar,,
238,C_SAC048,Sacramento River Flow at Freeport,exceedance,Apr,,
239,C_SAC048,Sacramento River Flow at Freeport,exceedance,May,,
240,C_SAC048,Sacramento River Flow at Freeport,exceedance,Jun,,
241,C_SAC048,Sacramento River Flow at Freeport,exceedance,Jul,,
242,C_SAC048,Sacramento River Flow at Freeport,exceedance,Aug,,
243,C_SAC048,Sacramento River Flow at Freeport,exceedance,Sep,,
244,C_SAC048,Sacramento River Flow at Freeport,exceedance,Oct,,
245,C_SAC048,Sacramento River Flow at Freeport,exceedance,Nov,,
246,C_SAC048,Sacramento River Flow at Freeport,exceedance,Dec,,
247,C_SAC048,Sacramento River Flow at Freeport,monthly,Full Simulation Period,,
248,C_SAC048,Sacramento River Flow at Freeport,monthly,Wet,,
249,C_SAC048,Sacramento River Flow at Freeport,monthly,Above Normal,,
250,C_SAC048,Sacramento River Flow at Freeport,monthly,Below Normal,,
251,C_SAC048,Sacramento River Flow at Freeport,monthly,Dry,,
252,C_SAC048,Sacramento River Flow at Freeport,monthly,Critical,,
253,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Jan,,
254,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Feb,,
255,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Mar,,
256,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Apr,,
257,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,May,,
258,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Jun,,
259,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Jul,,
260,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Aug,,
261,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Sep,,
262,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Oct,,
263,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Nov,,
264,C_SAC007,Sacramento River Flow at Rio Vista,exceedance,Dec,,
265,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Full Simulation Period,,
266,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Wet,,
267,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Above Normal,,
268,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Below Normal,,
269,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Dry,,
270,C_SAC007,Sacramento River Flow at Rio Vista,monthly,Critical,,
271,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Jan,,
272,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Feb,,
273,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Mar,,
274,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Apr,,
275,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,May,,
276,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Jun,,
277,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Jul,,
278,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Aug,,
279,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Sep,,
280,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Oct,,
281,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Nov,,
282,C_SJR225,San Joaquin River Flow at Gravelly Ford,exceedance,Dec,,
283,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Full Simulation Period,,
284,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Wet,,
285,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Above Normal,,
286,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Below Normal,,
287,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Dry,,
288,C_SJR225,San Joaquin River Flow at Gravelly Ford,monthly,Critical,,
289,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Jan,,
290,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Feb,,
291,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Mar,,
292,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Apr,,
293,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,May,,
294,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Jun,,
295,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Jul,,
296,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Aug,,
297,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Sep,,
298,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Oct,,
299,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Nov,,
300,C_SJR180,San Joaquin River Flow below Sack Dam,exceedance,Dec,,
301,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Full Simulation Period,,
302,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Wet,,
303,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Above Normal,,
304,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Below Normal,,
305,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Dry,,
306,C_SJR180,San Joaquin River Flow below Sack Dam,monthly,Critical,,
307,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Jan,,
308,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Feb,,
309,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Mar,,
310,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Apr,,
311,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,May,,
312,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Jun,,
313,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Jul,,
314,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Aug,,
315,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Sep,,
316,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Oct,,
317,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Nov,,
318,C_SJR115,San Joaquin River Flow below confluence with Merced,exceedance,Dec,,
319,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Full Simulation Period,,
320,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Wet,,
321,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Above Normal,,
322,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Below Normal,,
323,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Dry,,
324,C_SJR115,San Joaquin River Flow below confluence with Merced,monthly,Critical,,
325,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Jan,,
326,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Feb,,
327,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Mar,,
328,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Apr,,
329,C_STS059,Stanislaus River Flow below Goodwin,exceedance,May,,
330,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Jun,,
331,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Jul,,
332,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Aug,,
333,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Sep,,
334,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Oct,,
335,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Nov,,
336,C_STS059,Stanislaus River Flow below Goodwin,exceedance,Dec,,
337,C_STS059,Stanislaus River Flow below Goodwin,monthly,Full Simulation Period,,
338,C_STS059,Stanislaus River Flow below Goodwin,monthly,Wet,,
339,C_STS059,Stanislaus River Flow below Goodwin,monthly,Above Normal,,
340,C_STS059,Stanislaus River Flow below Goodwin,monthly,Below Normal,,
341,C_STS059,Stanislaus River Flow below Goodwin,monthly,Dry,,
342,C_STS059,Stanislaus River Flow below Goodwin,monthly,Critical,,
343,C_STS004,Stanislaus River Flow at Mouth,exceedance,Jan,,
344,C_STS004,Stanislaus River Flow at Mouth,exceedance,Feb,,
345,C_STS004,Stanislaus River Flow at Mouth,exceedance,Mar,,
346,C_STS004,Stanislaus River Flow at Mouth,exceedance,Apr,,
347,C_STS004,Stanislaus River Flow at Mouth,exceedance,May,,
348,C_STS004,Stanislaus River Flow at Mouth,exceedance,Jun,,
349,C_STS004,Stanislaus River Flow at Mouth,exceedance,Jul,,
350,C_STS004,Stanislaus River Flow at Mouth,exceedance,Aug,,
351,C_STS004,Stanislaus River Flow at Mouth,exceedance,Sep,,
352,C_STS004,Stanislaus River Flow at Mouth,exceedance,Oct,,
353,C_STS004,Stanislaus River Flow at Mouth,exceedance,Nov,,
354,C_STS004,Stanislaus River Flow at Mouth,exceedance,Dec,,
355,C_STS004,Stanislaus River Flow at Mouth,monthly,Full Simulation Period,,
356,C_STS004,Stanislaus River Flow at Mouth,monthly,Wet,,
357,C_STS004,Stanislaus River Flow at Mouth,monthly,Above Normal,,
358,C_STS004,Stanislaus River Flow at Mouth,monthly,Below Normal,,
359,C_STS004,Stanislaus River Flow at Mouth,monthly,Dry,,
360,C_STS004,Stanislaus River Flow at Mouth,monthly,Critical,,
361,C_SJR070,San Joaquin River at Vernalis,exceedance,Jan,,
362,C_SJR070,San Joaquin River at Vernalis,exceedance,Feb,,
363,C_SJR070,San Joaquin River at Vernalis,exceedance,Mar,,
364,C_SJR070,San Joaquin River at Vernalis,exceedance,Apr,,
365,C_SJR070,San Joaquin River at Vernalis,exceedance,May,,
366,C_SJR070,San Joaquin River at Vernalis,exceedance,Jun,,
367,C_SJR070,San Joaquin River at Vernalis,exceedance,Jul,,
368,C_SJR070,San Joaquin River at Vernalis,exceedance,Aug,,
369,C_SJR070,San Joaquin River at Vernalis,exceedance,Sep,,
370,C_SJR070,San Joaquin River at Vernalis,exceedance,Oct,,
371,C_SJR070,San Joaquin River at Vernalis,exceedance,Nov,,
372,C_SJR070,San Joaquin River at Vernalis,exceedance,Dec,,
373,C_SJR070,San Joaquin River at Vernalis,monthly,Full Simulation Period,,
374,C_SJR070,San Joaquin River at Vernalis,monthly,Wet,,
